CBF,ATT,PLD,Selected,Signal_Amplitude,Norm_Signal,Slope_dS_dPLD,Abs_Slope,Curve_Max_PLD,Dist_to_Max,Curve_Region,Sens_CBF,Sens_ATT
65.0,1.0,1.525,True,505.7457841818245,0.64564852560364,-421.0878677837536,421.0878677837536,1.0,0.5249999999999999,post-maximum/decay,7.780704372028083,116.79128005475548
65.0,1.0,2.025,False,333.4081694852436,0.42563774090693096,-278.06220954371383,278.06220954371383,1.0,1.025,post-maximum/decay,5.129356453619124,76.9935570652143
65.0,1.0,2.525,True,219.79621176542835,0.2805976925525783,-183.61629078338956,183.61629078338956,1.0,1.525,late decay,3.3814801810065944,50.75728108104613
65.0,1.0,3.025,True,144.89859315991117,0.1849813996711521,-120.5429981787438,120.5429981787438,1.0,2.025,late decay,2.2292091255370963,33.46126196712987
65.0,1.0,3.525,False,95.52303986989757,0.1219472544945705,-79.59966311786866,79.59966311786866,1.0,2.525,late decay,1.469585228767663,22.05902342651271
65.0,1.0,4.025,False,62.97266900249334,0.08039258490421448,-52.5630394482323,52.5630394482323,1.0,3.0250000000000004,late decay,0.9688102923460562,14.542204505300305
65.0,1.5,1.525,True,567.6448662063721,0.9798525626700679,-472.625524216528,472.625524216528,1.4979959919839678,0.02700400801603209,near maximum,8.73299794163654,-21.31466437382528
65.0,1.5,2.025,False,374.2145593279353,0.6459586209181355,-312.0947137282419,312.0947137282419,1.4979959919839678,0.5270040080160321,post-maximum/decay,5.757147066583627,86.41692875352419
65.0,1.5,2.525,True,246.69744192152942,0.4258421683374811,-206.08939921004276,206.08939921004276,1.4979959919839678,1.027004008016032,post-maximum/decay,3.7953452603312314,56.96955057146056
65.0,1.5,3.025,True,162.63297708118643,0.2807324594207245,-135.29645963136318,135.29645963136318,1.4979959919839678,1.527004008016032,late decay,2.502045801249025,37.556642420966
65.0,1.5,3.525,False,107.21426630237568,0.18507024346623896,-89.34200053434233,89.34200053434233,1.4979959919839678,2.027004008016032,late decay,1.649450250805785,24.758864617810445
65.0,1.5,4.025,False,70.68000048365631,0.12200582393403288,-58.99631875975683,58.99631875975683,1.4979959919839678,2.5270040080160325,late decay,1.087384622825489,16.32204951369218
65.0,2.0,1.525,True,369.04091365545753,0.8613489131740514,152.3602340364996,152.3602340364996,1.9959919839679359,-0.47099198396793596,near maximum,5.6775525177762916,-374.858035209283
65.0,2.0,2.025,False,420.01531224986593,0.980324184490409,-350.29251366788594,350.29251366788594,1.9959919839679359,0.029008016032064043,near maximum,6.461774034613313,-15.771278743878838
65.0,2.0,2.525,True,276.89115914143775,0.6462695331841932,-231.3130293916147,231.3130293916147,1.9959919839679359,0.529008016032064,post-maximum/decay,4.259863986791345,63.942150233222605
65.0,2.0,3.025,True,182.5379022493328,0.4260471343356942,-151.85562218751147,151.85562218751147,1.9959919839679359,1.029008016032064,post-maximum/decay,2.8082754192205073,42.15326341612155
65.0,2.0,3.525,False,120.33640171431715,0.28086758133455614,-100.27671910695608,100.27671910695608,1.9959919839679359,1.529008016032064,late decay,1.851329257143341,27.789143939449445
65.0,2.0,4.025,False,79.33064530220015,0.18515932132186708,-66.21697800848051,66.21697800848051,1.9959919839679359,2.0290080160320647,late decay,1.2204714661876963,18.319732763373366
65.0,2.5,1.525,True,203.07506892892133,0.6404981962183757,171.00786080646503,171.00786080646503,2.501002004008016,-0.976002004008016,arrival/transition,3.124231829675736,-293.52952450531774
65.0,2.5,2.025,False,273.0630431274264,0.861240069987286,112.92375597392675,112.92375597392675,2.501002004008016,-0.47600200400801596,near maximum,4.200969894268127,-277.3672838090238
65.0,2.5,2.525,True,310.7803364863269,0.9802003071549052,-259.6238223383625,259.6238223383625,2.501002004008016,0.023997995991984045,near maximum,4.781235945943507,-11.66958244590603
65.0,2.5,3.025,True,204.87902487915213,0.6461878682114683,-170.4414886596951,170.4414886596951,2.501002004008016,0.523997995991984,post-maximum/decay,3.1519849981408186,47.31247263032742
65.0,2.5,3.525,False,135.06457747618464,0.4259932974676096,-112.54975638238284,112.54975638238284,2.501002004008016,1.023997995991984,post-maximum/decay,2.0779165765566887,31.190304273158347
65.0,2.5,4.025,False,89.04005717315657,0.2808320898837119,-74.32138595682409,74.32138595682409,2.501002004008016,1.5239979959919845,late decay,1.3698470334331887,20.56191584518075
65.0,3.0,1.525,True,71.70664455153008,0.3054737293180125,191.93780216035157,191.93780216035157,2.998997995991984,-1.4739979959919842,arrival/transition,1.1031791469466228,-235.3305521126201
65.0,3.0,2.025,False,150.2605653009365,0.64011718215213,126.74468548470759,126.74468548470759,2.998997995991984,-0.9739979959919842,arrival/transition,2.3117010046297963,-217.1901874381325
65.0,3.0,2.525,True,202.0465015204909,0.860727742890946,83.6949007324547,83.6949007324547,2.998997995991984,-0.4739979959919842,near maximum,3.108407715699869,-205.23132199805758
65.0,3.0,3.025,True,229.9545152989489,0.9796172140143321,-191.302110768489,191.302110768489,2.998997995991984,0.026002004008015778,near maximum,3.537761773829999,-8.634629865674697
65.0,3.0,3.525,False,151.59535958311668,0.6458034695220114,-126.32491145050517,126.32491145050517,2.998997995991984,0.5260020040080158,post-maximum/decay,2.3322363012787264,35.00773837337192
65.0,3.0,4.025,False,99.93782038703667,0.42573988623332365,-83.41770610304684,83.41770610304684,2.998997995991984,1.0260020040080162,post-maximum/decay,1.5375049290313356,23.078523507153648
